Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
White,Male,54,Fort Dodge Correctional Facility,Prison,2021,2024,03/04/2019,07/30/2020,16,Parole Granted,708511,B Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,55,Mount Pleasant Correctional Facility,Work Release,2021,2024,09/23/2020,02/11/2021,4,Parole Granted,20368889,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Low
Black,Male,59,Mount Pleasant Correctional Facility,Work Release,2021,2024,03/11/2020,10/13/2020,7,Parole Granted,20340964,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Low
White,Female,57,Iowa Correctional Institution for Women,Work Release,2021,2024,06/22/2020,01/04/2021,6,Parole Granted,20535584,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,53,North Central Correctional Facility,Prison,2021,2024,07/12/2020,06/10/2021,10,Discharged - Expiration of Sentence,20540513,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Black,Male,56,Mount Pleasant Correctional Facility,Work Release,2021,2024,08/10/2020,08/17/2020,0,Parole Granted,20317602,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,53,Newton Correctional Facility,Work Release,2021,2024,06/24/2020,01/08/2021,6,Released to Special Sentence,20086576,Special Sentence 2005,Violent,Sex,true,New Charge,84,2.8,908.5(2)B,D Felony,Other,Other Criminal,
White,Male,52,Mount Pleasant Correctional Facility,Prison,2021,2024,06/14/2018,03/15/2021,33,Parole Granted,709051,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,462,15.4,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Moderate
White,Male,54,Mount Pleasant Correctional Facility,Work Release,2021,2024,07/31/2020,11/20/2020,3,Parole Granted,20478458,D Felony,Property,Forgery/Fraud,true,Tech,187,6.2,715A.2(2)(a),D Felony,Property,Forgery/Fraud,Moderate
White,Male,56,Mount Pleasant Correctional Facility,Prison,2021,2024,03/30/2020,03/02/2021,11,Parole Granted,20381240,D Felony,Property,Theft,false,,,,,,,,Low
White,Female,55,Iowa Correctional Institution for Women,Work Release,2021,2024,09/16/2020,01/19/2021,4,Parole Granted,857845,B Felony,Drug,Trafficking,true,Tech,247,8.2,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
White,Male,69,Iowa Medical & Classification Center,Prison,2021,2024,05/02/2011,10/04/2020,113,Parole Granted,20121037,Felony - Enhancement to Original Penalty,Violent,Sex,true,Tech,264,8.8,901A.2(2),Felony - Enhancement to Original Penalty,Violent,Sex,
White,Female,60,Iowa Correctional Institution for Women,Work Release,2021,2024,08/11/2020,12/02/2020,3,Parole Granted,20088201,B Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,54,Iowa Medical & Classification Center,Prison,2021,2024,02/06/2020,05/12/2021,15,Parole Granted,799939,B Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,54,Clarinda Correctional Facility,Prison,2021,2024,04/15/2020,04/27/2021,12,Parole Granted,20552358,D Felony,Public Order,Other Public Order,true,Tech,497,16.6,692A.111-B,D Felony,Public Order,Other Public Order,Low
White,Male,50,Fort Dodge Correctional Facility,Prison,2021,2024,01/10/2020,09/23/2020,8,Parole Granted,20144437,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,149,5.0,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,56,Fort Dodge Correctional Facility,Work Release,2021,2024,04/13/2020,02/03/2021,9,Parole Granted,538531,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,623,20.8,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Moderate
Black,Male,61,Clarinda Correctional Facility,Prison,2021,2024,11/03/1999,10/02/2020,250,Discharged - Expiration of Sentence,711475,B Felony,Violent,Sex,false,,,,,,,,
White,Male,54,Clarinda Correctional Facility,Prison,2021,2024,06/19/2019,07/20/2020,13,Parole Granted,20482109,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,510,17.0,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Moderate
White,Female,53,Iowa Correctional Institution for Women,Prison,2021,2024,07/13/2016,08/13/2020,49,Parole Granted,20347386,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,52,Iowa Medical & Classification Center,Prison,2021,2024,06/14/2019,03/05/2021,20,Discharged - Expiration of Sentence,20492572,D Felony,Drug,Drug Possession,true,New Charge,229,7.6,124.401(5),Aggravated Misdemeanor,Drug,Drug Possession,High
White,Male,61,North Central Correctional Facility,Work Release,2021,2024,11/18/2020,05/24/2021,6,Discharged - Expiration of Sentence,20466651,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,61,Newton Correctional Facility,Prison,2021,2024,10/23/2019,04/06/2021,17,Parole Granted,20392352,D Felony,Public Order,Traffic,false,,,,,,,,Low
White,Male,53,Mount Pleasant Correctional Facility,Prison,2021,2024,06/02/2020,09/14/2020,3,Discharged - Expiration of Sentence,20245077,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
White,Male,55,Clarinda Correctional Facility,Prison,2021,2024,03/06/2019,11/23/2020,20,Parole Granted,20500282,D Felony,Violent,Assault,true,Tech,471,15.7,708.6(2),D Felony,Violent,Assault,Moderate
Black,Male,59,Mount Pleasant Correctional Facility,Prison,2021,2024,03/26/2020,01/22/2021,9,Discharged - Expiration of Sentence,20528133,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
White,Male,53,North Central Correctional Facility,Prison,2021,2024,12/15/2017,04/16/2021,40,Parole Granted,712292,B Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,56,Iowa Medical & Classification Center,Prison,2021,2024,11/21/2019,11/21/2020,12,Released to Special Sentence,20388065,C Felony,Violent,Sex,true,New Charge,149,5.0,908.5(2)A,Aggravated Misdemeanor,Other,Other Criminal,High
White,Male,51,Clarinda Correctional Facility,Prison,2021,2024,08/19/2019,04/05/2021,19,Parole Granted,20515144,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Low
White,Male,50,Mount Pleasant Correctional Facility,Work Release,2021,2024,09/04/2020,11/20/2020,2,Parole Granted,749080,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,217,7.2,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,56,Anamosa State Penitentiary,Prison,2021,2024,07/09/2018,05/30/2021,34,Discharged - Expiration of Sentence,20302158,D Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,65,Mount Pleasant Correctional Facility,Work Release,2021,2024,03/11/2021,06/08/2021,2,Parole Granted,765006,B Felony,Violent,Robbery,false,,,,,,,,High
Black,Male,52,North Central Correctional Facility,Prison,2021,2024,02/27/2020,04/23/2021,13,Parole Granted,20205549,D Felony,Property,Burglary,false,,,,,,,,Low
White,Female,52,Iowa Correctional Institution for Women,Prison,2021,2024,01/06/2020,09/15/2020,8,Paroled to Detainer - Out of State,20414059,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,50,Fort Dodge Correctional Facility,Prison,2021,2024,02/13/2020,01/21/2021,11,Paroled to Detainer - Out of State,20389768,C Felony,Property,Burglary,true,Tech,134,4.5,713.5,C Felony,Property,Burglary,High
Black,Male,51,Newton Correctional Facility,Prison,2021,2024,08/20/2019,10/13/2020,13,Paroled to Detainer - U.S. Marshall,20410133,D Felony,Property,Theft,false,,,,,,,,High
Black,Male,53,Iowa Medical & Classification Center,Prison,2021,2024,11/05/2019,04/16/2021,17,Parole Granted,20319670,B Felony,Other,Other Criminal,true,New Charge,312,10.4,706A.2(2),B Felony,Other,Other Criminal,High
White,Male,52,Iowa Medical & Classification Center,Prison,2021,2024,09/17/2019,04/08/2021,18,Paroled to Detainer - Out of State,20532144,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,616,20.5,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,49,Clarinda Correctional Facility,Prison,2021,2024,07/22/2019,01/06/2021,17,Parole Granted,20463450,C Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,53,Clarinda Correctional Facility,Prison,2021,2024,06/29/2018,03/29/2021,33,Parole Granted,20465171,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,60,North Central Correctional Facility,Work Release,2021,2024,10/09/2020,01/05/2021,2,Parole Granted,715107,B Felony,Drug,Trafficking,true,New Charge,842,28.1,124.401(1)(b)(7),B Felony,Drug,Trafficking,High
White,Male,50,Mount Pleasant Correctional Facility,Prison,2021,2024,07/09/2020,02/04/2021,6,Discharged - Expiration of Sentence,20561242,Aggravated Misdemeanor,Violent,Assault,true,New Charge,194,6.5,708.2A(3B),Aggravated Misdemeanor,Violent,Assault,High
White,Male,62,Newton Correctional Facility,Prison,2021,2024,09/11/2019,09/28/2020,12,Parole Granted,20525740,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,53,Mount Pleasant Correctional Facility,Prison,2021,2024,02/24/2020,11/03/2020,8,Discharged - Expiration of Sentence,20484923,Aggravated Misdemeanor,Violent,Other Violent,true,New Charge,1002,33.4,714.2(2),D Felony,Property,Theft,Low
White,Male,49,North Central Correctional Facility,Work Release,2021,2024,08/19/2020,11/13/2020,2,Parole Granted,776356,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
White,Male,52,North Central Correctional Facility,Prison,2021,2024,09/26/2019,09/30/2020,12,Parole Granted,20522512,C Felony,Property,Theft,false,,,,,,,,High
White,Male,48,Fort Dodge Correctional Facility,Work Release,2021,2024,11/09/2020,01/14/2021,2,Parole Granted,716217,B Felony,Violent,Robbery,true,New Charge,595,19.8,711.2,B Felony,Violent,Robbery,High
Black,Male,58,Newton Correctional Facility,Prison,2021,2024,01/14/2020,08/17/2020,7,Parole Granted,20539183,D Felony,Public Order,Weapons,false,,,,,,,,Low
White,Male,50,Iowa Medical & Classification Center,Prison,2021,2024,01/23/2017,12/01/2020,46,Parole Granted,20391957,B Felony,Drug,Trafficking,true,Tech,904,30.1,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
White,Male,50,Clarinda Correctional Facility,Work Release,2021,2024,05/13/2020,07/17/2020,2,Parole Granted,20249515,C Felony,Violent,Robbery,false,,,,,,,,Low
Black,Male,42,Iowa Medical & Classification Center,Work Release,2021,2024,08/06/2020,11/19/2020,3,Parole Granted,716980,A Felony,Violent,Murder/Manslaughter,false,,,,,,,,High
White,Male,42,Newton Correctional Facility,Prison,2021,2024,05/28/2019,05/20/2021,23,Released to Special Sentence,20511425,Aggravated Misdemeanor,Other,Other Criminal,true,New Charge,403,13.4,908.5(2)B,D Felony,Other,Other Criminal,High
Black,Male,41,Fort Dodge Correctional Facility,Prison,2021,2024,10/01/2019,09/08/2020,11,Parole Granted,20186400,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,Tech,384,12.8,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,High
Asian or Pacific Islander,Male,55,Iowa Medical & Classification Center,Work Release,2021,2024,08/07/2020,10/08/2020,2,Parole Granted,20098941,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,38,North Central Correctional Facility,Prison,2021,2024,09/27/2019,03/31/2021,18,Paroled to Detainer - U.S. Marshall,20455549,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Low
Black,Male,37,Iowa Medical & Classification Center,Prison,2021,2024,09/26/2013,10/05/2020,84,Discharged - Expiration of Sentence,20239699,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,259,8.6,708.11(3)(b)(1),D Felony,Violent,Assault,High
White,Male,36,Iowa Medical & Classification Center,Work Release,2021,2024,04/27/2020,07/25/2020,2,Parole Granted,585582,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,Moderate
White,Male,40,Clarinda Correctional Facility,Prison,2021,2024,03/19/2021,05/20/2021,2,Discharged - Expiration of Sentence,20496750,D Felony,Property,Theft,true,New Charge,403,13.4,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Moderate
White,Male,63,North Central Correctional Facility,Work Release,2021,2024,04/27/2020,07/13/2020,2,Parole Granted,717596,B Felony,Violent,Robbery,false,,,,,,,,Moderate
Black,Male,49,Mount Pleasant Correctional Facility,Prison,2021,2024,12/18/2019,06/09/2021,17,Parole Granted,20538407,D Felony,Public Order,Other Public Order,false,,,,,,,,High
White,Male,64,Clarinda Correctional Facility,Prison,2021,2024,07/09/2020,08/23/2020,1,Discharged - Expiration of Sentence,20263805,C Felony,Property,Burglary,true,New Charge,247,8.2,713.5,C Felony,Property,Burglary,Low
Black,Male,62,Newton Correctional Facility,Prison,2021,2024,12/31/2018,12/20/2020,23,Released to Special Sentence,20491417,Aggravated Misdemeanor,Other,Other Criminal,false,,,,,,,,
Black,Female,53,Iowa Correctional Institution for Women,Work Release,2021,2024,06/05/2020,09/02/2020,2,Parole Granted,20504497,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,54,Newton Correctional Facility,Prison,2021,2024,10/03/2019,04/22/2021,18,Parole Granted,20477764,C Felony,Drug,Trafficking,true,New Charge,645,21.5,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,48,Mount Pleasant Correctional Facility,Prison,2021,2024,06/13/2019,08/27/2020,14,Parole Granted,20484190,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,48,Newton Correctional Facility,Work Release,2021,2024,09/18/2020,12/17/2020,2,Parole Granted,20516022,D Felony,Public Order,Flight/Escape,false,,,,,,,,Low
Black,Male,59,Clarinda Correctional Facility,Prison,2021,2024,02/26/2020,09/14/2020,6,Paroled w/Immediate Discharge,20524166,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,49,Mount Pleasant Correctional Facility,Prison,2021,2024,08/03/2020,12/17/2020,4,Discharged - Expiration of Sentence,20347008,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,49,Mount Pleasant Correctional Facility,Prison,2021,2024,12/23/2019,07/28/2020,7,Parole Granted,20388039,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,53,Newton Correctional Facility,Prison,2021,2024,03/30/2020,12/30/2020,9,Discharged - Expiration of Sentence,20383758,D Felony,Property,Theft,false,,,,,,,,High
White,Male,56,Newton Correctional Facility,Work Release,2021,2024,02/11/2020,07/07/2020,4,Parole Granted,20399826,D Felony,Drug,Drug Possession,false,,,,,,,,Moderate
American Indian or Alaska Native,Male,49,Mount Pleasant Correctional Facility,Prison,2021,2024,09/26/2019,12/30/2020,15,Parole Granted,20493861,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Low
White,Female,58,Iowa Correctional Institution for Women,Prison,2021,2024,01/17/2020,10/19/2020,9,Paroled w/Immediate Discharge,20501334,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Male,48,Clarinda Correctional Facility,Work Release,2021,2024,01/05/2021,01/22/2021,0,Parole Granted,20278379,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,217,7.2,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,48,Mount Pleasant Correctional Facility,Prison,2021,2024,12/04/2018,09/24/2020,21,Discharged - Expiration of Sentence,20488202,D Felony,Property,Burglary,true,New Charge,628,20.9,713.6A,D Felony,Property,Burglary,High
White,Male,53,Mount Pleasant Correctional Facility,Prison,2021,2024,07/17/2017,03/04/2021,43,Parole Granted,315206,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,High
White,Male,51,North Central Correctional Facility,Work Release,2021,2024,02/12/2020,09/11/2020,6,Parole Granted,720372,C Felony,Violent,Sex,false,,,,,,,,
White,Male,48,Iowa Medical & Classification Center,Prison,2021,2024,12/17/2019,12/16/2020,11,Parole Granted,20324369,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,371,12.4,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,48,Newton Correctional Facility,Work Release,2021,2024,06/10/2020,08/11/2020,2,Parole Granted,20414641,B Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,48,Iowa Medical & Classification Center,Prison,2021,2024,06/12/2020,01/28/2021,7,Parole Granted,20352239,D Felony,Property,Burglary,true,Tech,326,10.9,713.6A,D Felony,Property,Burglary,Low
White,Male,53,Iowa Medical & Classification Center,Work Release,2021,2024,06/26/2020,11/24/2020,4,Parole Granted,20312511,C Felony,Drug,Trafficking,true,Tech,226,7.5,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Male,47,Mount Pleasant Correctional Facility,Work Release,2021,2024,04/15/2020,08/11/2020,3,Parole Granted,20455036,D Felony,Property,Forgery/Fraud,true,Tech,167,5.6,715A.2(2)(a),D Felony,Property,Forgery/Fraud,High
White,Male,54,Fort Dodge Correctional Facility,Prison,2021,2024,05/24/2019,10/26/2020,17,Parole Granted,20436312,B Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,47,Fort Dodge Correctional Facility,Prison,2021,2024,07/21/2018,01/28/2021,30,Parole Granted,20467714,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,48,Iowa Medical & Classification Center,Prison,2021,2024,08/04/2020,05/04/2021,9,Discharged - Expiration of Sentence,20006011,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Low
White,Male,48,Fort Dodge Correctional Facility,Prison,2021,2024,09/08/2015,10/19/2020,61,Parole Granted,20328774,B Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,47,Iowa Medical & Classification Center,Prison,2021,2024,12/16/2019,07/30/2020,7,Parole Granted,20168200,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,389,13.0,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,57,Mount Pleasant Correctional Facility,Prison,2021,2024,07/15/2019,08/07/2020,12,Parole Granted,20462063,D Felony,Drug,Drug Possession,false,,,,,,,,Moderate
White,Male,48,North Central Correctional Facility,Prison,2021,2024,01/31/2019,10/20/2020,20,Parole Granted,20452645,D Felony,Property,Theft,true,New Charge,294,9.8,714.2(2),D Felony,Property,Theft,High
Black,Male,49,Fort Dodge Correctional Facility,Prison,2021,2024,04/29/2020,11/11/2020,6,Discharged - Expiration of Sentence,20529996,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,
White,Male,50,Newton Correctional Facility,Prison,2021,2024,01/11/2021,06/18/2021,5,Parole Granted,20587411,Aggravated Misdemeanor,Drug,Drug Possession,false,,,,,,,,High
